full_text,sentimen
Bismillah abah Anis dan gus muhaimin menang aku akan traktir 3 teman tongkronganku. Btw cmak mau nanyak knapa akun yang ngirim pamflet ijo ada gambar gus muhaimin kiriman trakhirnya kok sama semua ? Apakah buzzer ????  #nazarpemilu,positif
@tvOneNews Insya Allah Anis-Muhaimin MENANG 1 PUTARAN Saja Aamiin,positif
*AYO BAGIKAN KE SEMUA GRUP YG LAIN AGAR SEMUA RAKYAT INDONESIA TAU SIAPA SAJA ULAMA YG MENDUKUNG PASANGAN AMIN (ANIS RASYID BASWEDAN DAN GUS MUHAIMIN ISKANDAR)*  BAGIKAN/SHARE KE SEMUA WA GROP DAN AKUN-AKUN SOSMED YG LAIN  Bismillah wa biidznillah ??????,positif
@adri_7i Pendukung gemoysian cembru ya ?????? aku dan keluarga 2x pilih Prabowo tapi untuk tahun ini pilih Anis dan Muhaimin No 1.,positif
@OposisiCerdas Sy dan keluarga 2x pilih Prabowo tapi untuk tahun ini pilih Anis dan Muhaimin No 1 pengen perubahan https://t.co/GwWoJgqRW7,positif
@zy_zy_its_me Sy dan keluarga 2x pilih Prabowo tapi untuk tahun ini pilih Anis dan Muhaimin No 1 biar ada perubahan https://t.co/l5O4uxuhF1,positif
@tvOneNews Mari kita tertawa ?????? santuy santun awok awok awok politik riang gembira  mustahil satu putaran. Sy dan keluarga pilih ANIS DAN MUHAIMIN NO 1 aja biar ada perubahan https://t.co/EKK0u58xob,positif
"@mkfariz Ikutan bernazar. Jika paslon 01 Anis Muhaimin menang saya akan mayoran di pondok, bareng temen2 pendukung ganjar&amp prabowo, biar keakraban ada lagi, setelah perang politik ??",positif
#nazarpemilu Kalo Anis - Muhaimin jadi presiden 2024 aku akan gratisin makan 10 anak yatim di rocket chicken,positif
"ikuttt Tapi aku masih kelas 1 SMA modal pelajar aja dehh... kalo Anis-Muhaimin menang (aamiin) aku bakal kasih  1 kg makanan kucing ke kucing liar yang membutuhkan di lingkungan rumahku #nazarpemilu""",positif
@LokalPendaki @Fahrihamzah Siap pilih anis muhaimin,positif
Jika anis muhaimin menang sy akan undang beliau ke kampung saya untuk makan lobster laut sepuasnya...InsyaAllah #nazarpemilu https://t.co/uFc3sRsBt5,positif
"Dulu ada yang punya quote PEMILU ITU RIANG GEMBIRA"" kesini nya malah mencekam karena ""DIKIT DIKIT  LAPOR""  Justru sekarang yang membuat pemilu jadi riang gembira tapi penuh ide dan gagasan itu Pak Anis dan Cak Imin   PILIH NO.1 ANIS-MUHAIMIN #AMINAjaDulu  #AMINAjaDulu https://t.co/otiRkgdEuZ""",positif
#nazarpemilu Insya allah kalo Anis Muhaimin Menang bakal kasih sembako atau nasi buat orang2 di jalan,positif
"#NazarPemilu  Ikut berpartisipasi. Kalau pasangan Anis Muhaimin Amin menang pilpres 2024 saya akan bagikan produk salah satu usaha saya. Camilan Kulino Snack kepada 10 orang teman, saudara, atau follower sekalian. https://t.co/pL8jsOC0Z0",positif
@tvOneNews Amin 01 capres terbaik d antra yg baik Smg semua akn anis muhaimin pada wqtuy Aamiin,positif
"@ethadisaputra @Kelodandi1 @aniesbaswedan @prabowo @ganjarpranowo Anis &amp  Muhaimin jadi memimpin RI, aamiin",positif
@imanlagi Bissmillaah ikutan. Kalau Anis - Muhaimin Menang dan terpilih sebagai Presiden RI 2024. Saya ber #nazarpemilu akan Puasa di bulan Ramadhan sebulan penuh.  #AMINAjaDulu,positif
@berlianidris @Mdy_Asmara1701 @BosPurwa Bissmillaah ikutan. Kalau Anis - Muhaimin Menang dan terpilih sebagai Presiden RI 2024. Saya ber #nazarpemilu akan Puasa di bulan Ramadhan sebulan penuh.  #AMINAjaDulu,positif
@BosPurwa Bissmillaah ikutan. Kalau Anis - Muhaimin Menang dan terpilih sebagai Presiden RI 2024. Saya ber #nazarpemilu  akan Puasa di bulan Ramadhan sebulan penuh.  #AMINAjaDulu,positif
@ismailfahmi Kalau Anis - Muhaimin Menang dan terpilih sebagai Presiden. Saya ber #nazarpemilu akan Puasa di bulan Ramadhan sebulan penuh.  #AMINAjaDulu,positif
"@Andiarief__ Sudah jangan halu lg terkenang masa lalu yg tdk akan terulang lg, 2024 rakyat maunya Anis Muhaimin : Amin",positif
@OposisiCerdas Anis Baswedan dan Muhaimin Iskandar pemimpin terbaik saat ini pokoknya,positif
@geloraco Anis Muhaimin lebuh unggul dari pada gibran di solo,positif
2024 Satu Komando IBHRS Siap menangkan Amin (AnisMuhaimin)  #AMIN2024MenangSATUPutaran  #AMINkanIndonesia https://t.co/jf1WndVr1m,positif
"Smart sekali idenya..., Mantabb pak Anis...!! Anis Baswedan Muhaimin Iskandar #YakinAmin #AminAjaDulu  https://t.co/DF3FJNbFMl",positif
"Smart sekali idenya..., Mantabb pak Anis...!! Anis Baswedan Muhaimin Iskandar #YakinAmin #AminAjaDulu  https://t.co/Aju3Cdmol9",positif
"Smart sekali idenya..., Mantabb pak Anis...!! Anis Baswedan Muhaimin Iskandar #YakinAmin #AminAjaDulu  https://t.co/gwHQ0Zh6BJ",positif
@xquitavee Sy dan keluarga pilih ANIS DAN MUHAIMIN NO 1 aja,positif
"Sipp bangett..,Jabar bertekad mendukung Anis..!! Anis Baswedan Muhaimin Iskandar #YakinAmin #AminAjaDulu  https://t.co/fHDgpQFoYa",positif
"Sipp bangett..,Jabar bertekad mendukung Anis..!! Anis Baswedan Muhaimin Iskandar #YakinAmin #AminAjaDulu  https://t.co/r7ImeTed5B",positif
"Sipp bangett..,Jabar bertekad mendukung Anis..!! Anis Baswedan Muhaimin Iskandar #YakinAmin #AminAjaDulu   https://t.co/ZD0dgmil0C",positif
"Ikut nazar apa ya, nggak punya follower soalnya..  Ikut aja dah..  Klo Anis muhaimin menang dan prabowo gibran kalah, saya akan nyumbang buat bukber puasa.  #nazarpemilu",positif
@NyaiMom2 Selalu....aki cinta pisan kepak anis mah'mudah mudahan terqobul saputaran anis /muhaimin ??????,positif
"Baru buka Twitter, langsung banyak trending #nazarpemilu ikutan juga ahhh. Kalau Anis Muhaimin #amin menang satu putaran, saya akan berbagi 100 bungkus makanan utk Jumat berkah. Bismillah.",positif
SURVEI ANIS MUHAIMIN BEDA DGN FAKTA DILAPANGAN https://t.co/CU4uOa2Qas,positif
Tim Kampanye Nasional Prabowo Gibran Rosan Roeslani mengatakan musuh kita kemiskinan bukan Anis Muhaimin dan Ganjar Mahfud  #PrabowoGibranInspiratif https://t.co/ICMOQE4Gz2,positif
@OposisiCerdas Tidak masalah itu mau ada atau tidak ada gibran langgar aturan tapi aku dan keluarga pilih ANIS DAN MUHAIMIN NO 1 https://t.co/68vWI2n7Zh,positif
@Fahrihamzah Kmi lbih prcya capres 01 anis muhaimin  yg akn mmbawa indonesia lbih d segani d seluruh dunia  Smg anis muhaimin alloh takdirkan menang mutlak d setiap propinsi Aamiin Amin menang insyaa alloh indonesia akn lbih baik lbih maju Dn akn d segani seluruh dunia Prcayalh??????????????,positif
"@liputan6dotcom Hayu semuanya kita pilih Anies dah! Emangggg paling bener milih Anis Muhaimin, Mereka Pemimpin yang udah terbukti kinerjanya??",positif
"@narkosun Sun, lawanmu untuk masuk putaran kedua itu Anis Muhaimin. Kok terlalu asyik hajar Gibran ??",positif
@klcasik Intinya mah kalo Anis Muhaimin Menang gaa akan ada hal kayak gini,positif
@Fahrihamzah #bodo amat'hai fahti kita liat nanti tgl 14 /2=2024..siapa yg yg 1putaran gua yaqin Anis-muhaimin...in sha allah.,positif
"Pasangan capres cawapres Nomor urut satu Bpk Anis Rasid Baswedan dan Bpk Muhaimin Iskandar Layak jadi bintang, Layak yang menjadi pemimpin jadi presiden RI PERIODE THN 2024~2029. Ayo kita berjamaah semua dukung PASLON NOMOR URUT SATU coblos surat suara anda pilih nomor satu https://t.co/9YUmmMmuLX",positif
"@herman_suryana @geloraco Mari dimulai dari org terdekat kita, bahwa telah datang sang pemimpin islam yang Luar Biasa yaitu AMIN ( Anis Muhaimin) Semoga mencerahkan semua saudara muslim semua",positif
"@mardigu024 Salah tekan Anis muhaimin harusnya ngikut bossman""""",positif
@NenkMonica Mantap. Aku dan keluarga pilih ANIS DAN MUHAIMIN NO 1 https://t.co/r3DnXyZ43v,positif
"@SammiSoh dunia politik apa saja bisa terjadi, mungkin menyesal karena tak sesuai harapan. yg mengusung anis dan muhaimin kan dia. sbb aneh saja, getol mengusung setelah itu menghilang.",positif
"@Official_PAN Tetap Anis-Muhaimin dg sebutan AMIN, No 1 dn terbaik. I Love AMIN ....",positif
@VIVAcoid Paling wibawa no.1 Anis Muhaimin????,positif
@kba_news Paling wibawa no.1 Anis Muhaimin????,positif
@fais21804461 Tak peduli siapa yg akan menang mau 1 putaran atw 2 putaran yg penting saya akan pilih yg terbaik menurut saya. Saya akan pilih no 1 anis muhaimin,positif
@hasmibakhtiar Terus Anis - Muhaimin disingkat APEM gitu? Koplak!!!,positif
@bumnbersatu @prabowo @gibran_tweet Smg jawa barat pasngn anis muhaimin menang mutlak Aamiin,positif
@bumnbersatu @prabowo @gibran_tweet Bismillah smh psngn amin anis muhaimin yg alloh ridhoi menang mutlak d setiap propinsi Aamiin??????????????,positif
"@putri_Aalona Silahkan segera lantik prabowo gibran jadi presiden deny JA , Biar anis dan muhaimin  dilantik jadi presiden Republik Indonesia  2024 - 2029",positif
"Dari fafifu singkat paslon Yang paling berpihak ke buruh pasangan Anis-Muhaimin, setelah itu Ganjar- Mahfud. Untuk buruh sudah sangat tepat jika membangun kekuatannya  berjuang sendiri tidak lagi menitipkan nasib ke mereka.",positif
@KangSemproel Amin itu akronim yg memsng pas utk nama anis..muhaimin..jd rejeki beliau berdua dpt skronim kok yo pas dgn kata Amin. Jadi ya jgn dicari diganti dgn yg lain kata Aminnya..malah jd lucu nanti.biasa saja jgn semua dikaitkan dgn.politik.hanya 5 th an...Amin..srpanjang hidup kita.,positif
"PRESTASI BANG ANIS YG DI AKUI  DUNIA INTERNASIONAL  BANG ANIS  CUCU PAHLAWAN NASIONAL &amp   GUS IMIN  CUCU  PENDIRI NU   BOBOT , BEBET , BIBIT JELAS   AMIN ( ANIS - MUHAIMIN )  ????  #CAPRESCAWAPRES https://t.co/sN2L9dXCtU",positif
@bumnbersatu @prabowo @gibran_tweet Anis Muhaimin lbh cerdas dan Amanah terbukti dengan rekam jejaknya.,positif
Suara kemenangan ANIS MUHAIMIN itu kian terdengar nyaring dan tampak nyata. Tidak lagi dibalik bukit  tapi di pelupuk mata !!! AMIN... https://t.co/5700a7EUnI,positif
"Dukung 01, 02 atau 03 ?  Silahkan dukung yang penting fair, semua calon ada plus minusnya, ada kelebihan dan kekurangan masing masing.   Anis - Muhaimin Prabowo - Gibran Ganjar - Mahfud  #PilpresIndonesia2024",positif
"@nenggsyifa Berangkat Yuukk semuanya kita pilih Anies dah! Emang paling bener milih Anis Muhaimin, Mereka Pemimpin yang udah terbukti kinerjanya??",positif
"Dulu Pak @prabowo pernah menyatakan akan timbul tenggelam bersama rakyat,  Yuk kita bantu Beliau menepati janjinya, dengan menjadikan beliau dan partainya kembali menjadi oposisi sebagai bagian demokrasi yg dihormati CARANYA  : PILIH NO. 1 ANIS-MUHAIMIN #AMINAjaDulu #AMINAjaDulu https://t.co/aPDjzC0Rh7",positif
Ingat saat pencoblosan anggota DPR dan Anggota dewan yg lain kita pilih orang yg dari partai pendukung nomor urut satu capres cawapres Bpk Anis Rasid Baswedan dan Bpk Muhaimin Iskandar https://t.co/WrWPTXGAtJ,positif
@Rani04007900 @UnpetitG @ekowboy2 Mantan ... Anis pecatan Jokowi Muhaimin pecatan gysdur Masa negara mo di pimpin pecatan? Apa g kebalik tuh otak?.,positif
"@nenggsyifa Pak anis mumpuni, tapi cawapres kemarin pak Muhaimin ngk tampil maksimal sayang sekali orang awam pada belok arah. Padahal 50% lebih Indonesia banyak orang awam??",negatif
@satriohendri Menurut Google Trends Di daerah saya masih unggul Prabowo Gibran diatas 40% dengan disusul oleh Anis Muhaimin 33% sisanya buat Pak Ganjar.,positif
@HardiAn13060026 @msaid_didu Wk wk wk....  Mencari dalil pembenaran ya...  Amin pada Pak Ma'ruf utuh.  Amin persi elo anis muhaimin.  Kebayang betapa bejat dan bodohnya elo memplesetkan kata yg sakral disyariat Islam.  Jika sampai ada orang mengartikan amin.... Adalah anis muhaimin dosa apa yg elo kerjakan.,negatif
@AwanFirs @msaid_didu @Fahrihamzah Wk wk wk....  Mencari dalil pembenaran ya...  Amin pada Pak Ma'ruf utuh.  Amin persi elo anis muhaimin.  Kebayang betapa bejat dan bodohnya elo memplesetkan kata yg sakral disyariat Islam.  Jika sampai ada orang mengartikan amin.... Adalah anis muhaimin dosa apa yg elo kerjakan.,positif
@nanangtrez @msaid_didu Wk wk wk....  Mencari dalil pembenaran ya...  Amin pada Pak Ma'ruf utuh.  Amin persi elo anis muhaimin.  Kebayang betapa bejat dan bodohnya elo memplesetkan kata yg sakral disyariat Islam.  Jika sampai ada orang mengartikan amin.... Adalah anis muhaimin dosa apa yg elo kerjakan.,positif
"@aniesbaswedan Cuman Presiden Anies Baswedan yang bisa Mengakat pegawai Tenaga Honorer Di Seluruh Indonesia, AMIN , Anis-Muhaimin Menjadi Harapan besar Seluruh tenaga Honorer di indonesia",positif
"@aniesbaswedan Cuman Presiden Anies Baswedan yang bisa Mengakat pegawai Tenaga Honorer Di Seluruh Indonesia, AMIN , Anis Muhaimin Menjadi Harapan Seluruh tenaga Honorer di Indonesia",positif
"@aniesbaswedan Cuman Presiden Anies Baswedan yang bisa Mengakat pegawai Tenaga Honorer Di Seluruh Indonesia, AMIN , Anis Muhaimin Menjadi Harapan Seluruh tenaga Honorer Seluruh Indonesia",positif
@ajengcute16__ Anis Muhaimin aja dulu. Ada Desak Anis,positif
@tvOneNews Anis Muhaimin saja dulu menang 1 putaran.,positif
"@toniheru @aniesbaswedan untung cawapresnya pak Anis adalah Cak Imin, bukan mas Muhaimin. ??",positif
@Nemesis_34N Ya Allah jadikanlah Anis_Muhaimin sebagai Presiden dan Wakil Presiden negara Indonesia. #AMINAjaDulu,positif
"@ommi_siregar Semoga pilpres berjalan dengan jurdil dan luber, sehingga Bapak Anis Baswedan dan Bapak Muhaimin Iskandar pimpin RI 24 29 untuk Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Aamiin ? https://t.co/IkinFVeMPq",positif
"@Fahrihamzah udah ri...elo itu sirik aja. knp seh, panas hatimu tiap saat hrs ngucap AMIN....ANIS MUHAIMIN ?????? insyaallah kamu oposisi ri..??????",positif
@Darkie72006006 @gibran_tweet Ya Allah hancurkanlah rezim nepotisme ini. Mohon jadikanlah Anis_Muhaimin sebagai Presiden dan Wakil Presiden negara hamba. AMIN...,negatif
@QianzyZ Ya Allah jadikanlah Anis_Muhaimin sebagai Presiden dan Wakil Presiden negara hamba. AMIN...,positif
@MichelAdam7__ Ya Allah hancurkanlah rezim pemerintahan yang penuh tipu daya ini. Mohon jadikanlah Anis-Muhaimin sebagai Presiden dan Wakil Presiden negara hamba. AMIN...,positif
"SEIRING SEJALAN,  SEPENDAPAT SEPEMIKIRAN. AMIN [ANIS - MUHAIMIN] adlh pemersatu umat Islam se Nusantara khususnya, dan pemersatu berbagai macam agama pd umumnya.",positif
@NeiskaH Anis Rasyid Baswedan dan Muhaimin Iskandar untuk mewujudkan Indonesia yang lebih baik,positif
@Fahrihamzah Pasangan 3 : Ganjar - Mahfud disingkat GAMA Pasangan 2 : Prabowo - Gibran disingkat PROGIB Pasangan 1 : Anis - Muhaimin singkatan ga boleh disingkat..  lucu ga...? yuk gelar tiker ngakak bareng2... sorry yeee...???????? #AMINAjaDulu,positif
"Pasangan calon Presiden Anis dan Muhaimin akan memberikan bantuan pengacara gratis bagi masyarakat yang sedang mempunyai masalah hukum, memberikan pelayanan berupa pendampingan pengacara, salah satu bukti AMIN peduli terhadap masalah hukum. https://t.co/FhxajlIjP5",positif
2024 kemenangan anis muhaimin,positif
"@Fahrihamzah Kata pak Anis: Anis + Muhaimin bisa disingkat Amin knp pada Baper...sedangkan kalau kita beribadah trgantung niatnya...kalian  ucapkan amin tapi niatnya u mengaminkan doa kalian ngg mslah, klian hny tkut/benci menyebut Amin karena mslah keduniaan, gr2 piplres jd menuruti hw nafsu",positif
@nenggsyifa Trimakasih kepada tukang surve  yg netral mudah mudah mudahan  pak Anis Muhaimin menang  menjadi Presiden 2024 mendatang Amin ya rabbal alamin https://t.co/XG9rhpdsZE,positif
@kumparan Pilih lah Bpk Anis  dan bpk muhaimin  klo kita ingin menggapai PERUBAHAN..,positif
@nenggsyifa Zona tapal kuda siap mengawal pasangan Anis-Muhaimin?,positif
"@Beritasatu Dibalik dong. Anis baswedan-Muhaimin menang 1 putaran, negara hemat 28 Triliun",positif
@hasyimmah Sama saya jg gabisa membayangkan cawapres contohnya muhaimin iskandar yang dulunya pro ikn skrg harus bersuara no ikn mendukung gerakan perubahan anis Baswedan,positif
"@tvOneNews TKN:tp kalau Anis-muhaimin atau Ganjar-Mahfud menang 1 putaran negara jiga hemat 17T""...??. Msh ingat pilgub DKI...?? semua lembg survey bilang Ahok-Jarot menang 1 putaran. Gagal pengaruhi publik dgn survey pesanannya di DKI lalu diam 1000 bahasa. Skrg mau diulang..?? ??????""",positif
"@herculep638 Maa syaa Allah, semoga pilpres berjalan dengan jurdil dan luber, sehingga Bapak Anis Baswedan dan Bapak Muhaimin Iskandar pimpin RI 24 29 untuk Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Aamiin ? https://t.co/yxT5IeIRmC",positif
@Fahrihamzah AMIN ( Anis Muhaimin) jelas singkatan itu dan arti AMIN dalam bahasa Arab Aman maka pilih lah pasangan AMIN biar Indonesia Aman di semua bidang,positif
@OposisiCerdas Ya Alloh lindungi orang2 baik lindungi keluarga pak Anis pak Muhaimin .lindungi orang2 jujur,positif
"@OposisiCerdas Lindungi pak Anis &amp  pk Muhaimin beserta timnas dan relawannya Yaallah... Dan berilah &amp  Segerakanlah AZABMU kpada orang2 yang tdk adil, curang, dan penyebar fitnah. Aamiin..",positif
"@FAW_manado @Fahrihamzah Solusinya Pilih AMIN Anis-Muhaimin, Karena Pilih 02 &amp  03 Sama Akam Lanjut IKN, dan Mereka Sekongkol...  Cukup Dengan Tidak Memilih 02 &amp  03 Artinya Indonesia Akan  Terselamatkan""",positif
@WongAlasRoban Anis Muhaimin 62 % salah itu survei ya ?????????? calon ya lawan RT hj bolot,positif
"Indra Charismiadji, Jubir Anis Baswedan-Muhaimin Iskandar yang Ditetapkan Jadi Tersangka Pencucian Uang, Ternyata Punya Karir yang Mentereng https://t.co/Lh0oHyT7iT",negatif
@Fahrihamzah Lha emang Anis dan Muhaimin kan singkatannya emang AMIN..  apa masalahnya bro ?,negatif
@Fahrihamzah Apapun yg kau blg yg penting amin anis muhaimin is the best,positif
"@Fahrihamzah Tapi kami semakin mencintai Amin, anis_muhaimin",positif
@Fahrihamzah Bingung ya sampai sampai ngeributin singkatan  Paslon lain. Ya iyah sih singkatan AMIN itu pas Anis muhaiMIN. Dahsyat efeknya. Bayangin setiap muslim di Indonesia bahkan dunia yang taat ibadah pasti menyebut aamiin dalam sholat atau akhir doanya.. kecuali di ganti qobul.. maksa,positif
Anis - Muhaimin = AMIN adalah pemersatu umat Islam seluruh Indonesia.,positif
"Tweeps ... Inikah keadilan ?? Demokrasi negara kita hancur kalau ini benar terjadi... Tidak ada jalan lain,.perubahan harus dilakukan untuk selamatkan Indonesia ... PILIH NO. 1 ANIS - MUHAIMIN   #AminPalingSiapUntukIndonesia  #AminPalingSiapUntukIndonesia",positif
"Alhamdulillah.. Ayo Den Sanak sadonyo  di ma juo Den Sanak kini, rapatkan barisan pilih No. 1 Anis Muhaimin... koto sungsuang perubahan Indonesia Adil Makmur dan berkeadilan ...  #AminPalingSiapUntukIndonesia  #AminPalingSiapUntukIndonesia",positif
@tvOneNews kmi pengn pasngn anis muhaimn menang mutlak 1 putaran smg alloh yg maha kuasa menghendaki meridhoi pasngn anis muhaimin menang mutlak Aamiin ??????????????????????,positif
@YudiSet16452924 Insyaa alloh  Smg anis muhaimin menang mutlak Smg alloh swt ridho untuk psangn anis muhaimin menang Aamiin??????????????????????,positif
@hasmibakhtiar Mulai takut ya?  AMIN Anis Muhaimin. Bukan Bahasa Arab. Saya kira pernah belajar bahasa Indonesia kan?,positif
"@bentangnegeri Paslon nya bukan mereka    Yg mau bekrja utk rakyat scara lasung bukan mreka. Yg akan dicoblos di surat suara ,juga bukan mereka.    Tapi  01- anis &amp  muhaimin 02- prabowo &amp  gibran 03-Ganjar &amp  Mahfud MD",positif
@Fahrihamzah Bahasa iri sebab pasangan Anis - Muhaimin dapet ikon yg unik dan easy listening sementara jagoannya angel.........??????,positif
Nasim Khan bersama Ribuan Santri sambut Anis &amp #8211 Muhaimin (AMIN) di Walisongo Situbondo https://t.co/tkQgRzL3nr @DPP_PKB @FraksiPKB @dpwpkbjatim_ @aniesbaswedan @cakimiNOW #anismuhaimin2024 #calonpemimpinbangsa2024 #situbondo #bondowoso #banyuwangi #amin #nasimkhanindonesianki,positif
"@Fahrihamzah Otak nya udah gak pungsi nih orang, .. anis + muhaimin ,apa yang salah dengan AMIN,. Trus elu maunya apa ?",positif
Pasangan Calon Anis dan Muhaimin serta PKS senantiasa menggarisbawahi bahwa demokrasi adalah pondasi utama dalam membangun keadilan sosial.  #Demokrasiii,positif
"#Demokrasiii bukan hanya sekadar slogan, tetapi menjadi inti dari platform politik Pasangan Calon Anis dan Muhaimin beserta PKS.  #Demokrasiii",positif
"Dalam setiap langkahnya, Anis, Muhaimin, dan PKS selalu menekankan pentingnya menjaga dan memperkuat sistem demokrasi di negara ini.  #Demokrasiii",positif
"Melalui visi dan misi yang diusung, Anis, Muhaimin, dan PKS menunjukkan komitmen mereka yang tak tergoyahkan terhadap prinsip demokrasi.  #Demokrasiii",positif
"Pasangan Calon Presiden Anis dan Muhaimin, bersama dengan PKS, telah menegaskan konsistensi mereka dalam mendukung nilai-nilai demokrasi.  #Demokrasiii",positif
@Fahrihamzah Beda tipis mari kita tertawa awok awok awok santuy santun politik RIANG GEMBIRA tapi aku dan keluarga pilih ANIS DAN MUHAIMIN NO 1,positif
"@Fahrihamzah Amin itu Anis Muhaimin, salah nya di mana ya singkatan nya, setau saya pas singkatan itu, susah KLW udh jadi pelacur politik demi perut semua pasti aneh selama tidak sesuai dgn yang di junjung",positif
"Mari pilih pemimpin yg jelas track recordnya, tanpa kasus di KPK dan terpercaya...siapa dia? Anis - Muhaimin....AMIN. #AnisJuara1 #AsalBukan02  @2024_anis @aniesbaswedan @abwnews_ https://t.co/SXpNdVTySA",positif
"@Fahrihamzah terus maneh hayang singkatan Anis Muhaimin naon atuh, ngarah teu Jadi Polemik!!!!! Gak PD dengan nama Sendiri"" Ngarana Oge singkatan atuh sateh, emang wowo jeung gibran euweuh singkatana?""",positif
"@Beritasatu Anis - Muhaimin menang satu putaran, anggaran negara hemat Rp.17 Triliun ??",positif
"@usernamecakep Bukan hanya seorang politisi, @aniesbaswedan mewarisi sikap negarawan. Inilah sosok yang selama ini hilang dari bangsa ini. Kita mengaminkan Anis Muhaimin menang.",positif
@Fahrihamzah Anis muhaimin kan amin.. Loe aja yg mempolitisasi ??????,positif
@ommi_siregar Ya Allah...jadikanlah Anis_Muhaimin sebagai Presiden dn Wakil Presiden negara hamba ini...AMIN...,positif
@tvOneNews Sy dan keluarga 2x pilih Prabowo tapi untuk tahun 2024 pilih ANIS DAN MUHAIMIN NO 1 biar ada perubahan,positif
"@Fahrihamzah Yg risih dan dibikin politis kan sama kelompok anda pak… Pilpres ada 3 paslon…. 2 paslon enjoy aja ko ga mereka siap menang.. lah kubu anda yg ktanya selalu tertinggi, ko meriang dg Anis - Muhaimin ? ????",positif
@Generasi_MudaNU Saya nu lintas generasi dengan mengucap bismillah ikut dawuh kyai mendukung anis muhaimin ri 01 #Amin,positif
"Kurang substantif, kalah branding pak? Padahal perusahaan yang menaungi tim campaign prabowo gibran sama dengan anis muhaimin.",positif
"@tvOneNews Kemenangan Anis-Muhaimin Satu Putaran Bantu Negara Hemat Anggaran Rp 17 Triliun, Ini Alasannya",negatif
"jika singkatan AMIN (Anis Muhaimin) dilaporkan karena melanggar, maka manakah AMIN yg benar dalam Terminologi Do'a ?",positif
@deddysitorus Saya sih tetap Anis Muhaimin demi BBM Gratis,positif
@BangPino__ Ya Allah jadikanlah Anis_Muhaimin sebagai pemimpin negara hamba. AMIN...,positif
@Fahrihamzah Emang gak boleh Bilang AMIN... (Anis- Muhaimin)... terus kalau IKN Itu singkatan apa??  ANIS PRESIDEN STOP IKN...,positif
"KB HMI Deklarasi Dukung Anis-Muhaimin, Ketum PB HMI Himbau Kader Tetap Jaga Independensi  https://t.co/7uEzXSToSA",positif
Anis-Muhaimin Menang...Negara Hemat 470Triliun dan Uang Rakyat Selamat Ribuan Triliun.  AMIN Aja Dulu??,positif
"KB HMI Deklarasi Dukung Anis-Muhaimin, Ketum PB HMI Himbau Kader Tetap Jaga Independensi https://t.co/oUg4lYHXAb",positif
"@tvOneNews pak anies emang selalu keren sih, pembawaan dirinya juga sangan berwibawa, maju bersama anis muhaimin!",positif
"@OposisiCerdas Klo ini aku yaqin bisa. Tar anis jd menteri, muhaimin menteri, ganjar menteri, mahfud menteri. Semua beres",positif
@yusuf_dumdum Gaya kampanye yg semakin menggerus elektoral Ganjar Mahfud sampai2 di akhir Desember ini LSI Deny JA merilis hasil surveynya Anis Muhaimin sdh agak jauh menunggalkan Ganjar Mahfud. Segeralah ubah strategi kampanyemu,negatif
@Fahrihamzah AMIN=ANIS-MUHAIMIN praban=prabowo-gibran Es ji ai e=sego goreng iwak endok lho lho lho gak bahaya tah....,positif
"@tvOneNews Gimana kalo narasinya diganti, kemenangan Anis-Muhaimin satu putaran bantu negara hemat anggaran..."" Atau ""kemenangan Ganjar-Mahfud satu putaran bantu negara hemat anggaran...""""",positif
@Fahrihamzah Aamiin=Kabulkan Ya Allah AMIN= ANIS MUHAIMIN  mana sama Bang??,positif
@tvOneNews Menangkan Anis..muhaimin..negara hemat 900 T....rakyat harus cerdas,positif
"Perlu keberanian dukung  Paslon 1 Amin (Anis Gus Muhaimin)      Jawaban Sangat Luar Biasa,inilah Sosok Seorang Pemimpin Masa Depan Bangsa Indonesia Yang sangat Bijaksana dan Demokratis Banget....  ?????? https://t.co/pAldlQi5Du",positif
@Fahrihamzah InsyaAllah Amin(anis muhaimin) presiden terpilih 2024...,positif
@Lembayung071 Biar jadi 3 periode Jokowi? Lebih baik memikirkan PERUBAHAN bersama Anis_MuhaiMIN. Amin....ya rabbal alamin...,positif
@zola_papazola2 @tvOneNews Smg psangn amin anis muhaimin yg alloh ridhoi menang Aamiin,positif
Harus optimis ada Anis Jangan takut tidak terjamin ada Muhaimin,positif
@MichelAdam7__ Ya Allah jadikanlah Anis_Muhaimin sebagai presiden dan wakil predisen negara hamba.,positif
@tvOneNews Kemenangan Anis- muhaimin 1 putaran hemat 17 trilyun .. ????AMIN,positif
"@tvOneNews Kalau judulnya diganti...Kemenangan Anis-Muhaimin Satu Putaran Bantu Negara Hemat Anggarn..."" ??""",positif
@tvOneNews Anis muhaimin yg menang juga bisa bantu hemat anggaran,positif
@Chaves1305 Orang cerdas dan punya akal sehat untuk bangsa indonesia pasti milih Anis dan Muhaimin.. Amin nin saja..,positif
Sebaik dan Secerdas pak ANIS muhaimin tidak di pilih oleh rakyat itu kegagalan untuk indonesia menurutku.,positif
"@tvOneNews Kemenangan Anis-Muhaimin/Ganjar-Mahfud Satu Putaran Bantu Negara Hemat Anggaran Rp17trilyun, ini Alasannya",positif
