created_at,full_text,sentimen,,,91,8
Fri Jan 12 23:21:21 +0000 2024,"@MSadeWoO @Paltiwest Sudah dijalankan oleh Presiden Jokowi selama memerintah. Dan buah selalu jatuh tidak jauh dari pohonnya. Seperti itu perumpamaan @gibran_tweet saat memimpin Indonesia.  Sifat seorang anak, pasti tidak jauh dari ayahnya. Lalu Pak Prabowo?, sepertinya beliau hanya kuat setahun.",,,,,
Fri Jan 12 23:21:00 +0000 2024,"Pagi2 sdh siap menuju Solo utk melaksanakan kewajiban partai melakukan silaturrahmi &amp  sosialisasi ke Dapil Jawa Tengah V yg meliputi Solo, Sukoharjo, Klaten, Boyolali.  #PBB Menang Rakyat senang #Prabowo-Gibran Menang 1 putaran.   Mohon do'a &amp  dukunganya https://t.co/UtaZDCnBJC",,,,,
Fri Jan 12 23:20:49 +0000 2024,"Relawan Mas Gibran mengajak kita untuk saling menguatkan melalui kegiatan berbagi sembako, menggugah kebaikan di hati setiap individu.  #RelawanMasGibran #MasGibranUntukIndonesia #gibranrakabumingraka #prabowogibran #prabowo #gibran https://t.co/UDsf6Yr8GW",positif,,,,
Fri Jan 12 23:20:40 +0000 2024,@aewin86 Ayo pemdukung ganjar...ganjar sdh hbis..suara gak ada..klah sm anis..mding pindah ke prabowo mah ada pak jokowi..msak kita dl bersama2 berjuang agar orang2 d kelompok anis tdk berkuasa..msak skrng mlah dukung dan biarkn dia jd presiden..ayo pindahkm dukungan ke prabowo gibran,,,,,
Fri Jan 12 23:20:36 +0000 2024,"@prabowo Bisa kebayang bpk hanya sampai 1 th jadi presiden, negara kita di pimpin Gibran, biz itu Gibran mencalonkan diri jadi presiden lalu akan berkuasa lagi 15 th lah kira2. Kudu waras y kalian semua.",,,,,
Fri Jan 12 23:19:09 +0000 2024,"Prabowo dan Gibran, mari bersama memimpin Indonesia menuju kejayaan. #kodekita08 PilihPrabowoGibran02 Kami mendukungmu!",positif,,,,
Fri Jan 12 23:18:41 +0000 2024,"Dalam setiap distribusi sembako, Relawan Mas Gibran membuktikan bahwa kegiatan kecil dapat memiliki dampak besar dalam menyinari kehidupan sesama.  #RelawanMasGibran #MasGibranUntukIndonesia #gibranrakabumingraka #prabowogibran #prabowo #gibran https://t.co/8Ho6rc8Ilj",positif,,,,
Fri Jan 12 23:18:16 +0000 2024,"Dengan Prabowo dan Gibran di pucuk kepemimpinan, masa depan Indonesia akan semakin cerah. #kodekita08 PilihPrabowoGibran02",positif,,,,
Fri Jan 12 23:18:00 +0000 2024,@chambachtiar @Paltiwest Minus faktor gibran anak haram konstitusi. Minus faktor warga yg eneg ama prabowo = kalah dlm 2 putaran...semoga😌,negatif,,,,
Fri Jan 12 23:17:57 +0000 2024,@siregar_elang @prabowo @gibran_tweet @Dennysiregar7 Udah brp bulan ini total duit di tf sama hasyim??,,,,,
Fri Jan 12 23:17:53 +0000 2024,@Kimberley_2024 asssiiiappppp gasssspol 1 putaran pagi [prabowo gibran],,,,,
Fri Jan 12 23:17:47 +0000 2024,Setiap momen berbagi sembako bersama Relawan Mas Gibran adalah pelajaran hidup tentang arti sejati dari kasih sayang dan kepedulian.  #RelawanMasGibran #MasGibranUntukIndonesia #gibranrakabumingraka #prabowogibran #prabowo #gibran https://t.co/Z8b5TGdM31,positif,,,,
Fri Jan 12 23:17:22 +0000 2024,@FerryFe71749796 @gus_muslih @JokoPintar2 @prabowo @gibran_tweet Habib lutfi bin yahya,,,,,
Fri Jan 12 23:16:47 +0000 2024,@TeddGus @prabowo @gibran_tweet Penjelasan yg sangat baik....saya beri nilai 11/100,,,,,
Fri Jan 12 23:15:59 +0000 2024,@TeddGus @prabowo @gibran_tweet Cebong setiap hari selalu berkata https://t.co/cq6cOA3T7s,,,,,
Fri Jan 12 23:15:31 +0000 2024,@OposisiCerdas Bukan cuma Prabowo Gibran yg memasang baliho dengan Dandim pasangan yg lain juga ada yg melakukan seperti itu,,,,,
Fri Jan 12 23:15:28 +0000 2024,@Hasbil_Lbs @prabowo @gibran_tweet Iyain aja deh. Drpd nangis.,,,,,
Fri Jan 12 23:15:24 +0000 2024,@TeddGus @prabowo @gibran_tweet Sekolah Dimana dlu kamu Ted sampai bs ngomong rasional?,,,,,
Fri Jan 12 23:15:08 +0000 2024,"Kami mendukungmu, Prabowo dan Gibran, dalam setiap langkah. #kodekita08 PilihPrabowoGibran02",positif,,,,
Fri Jan 12 23:15:00 +0000 2024,"Prabowo dan Gibran, mari bersama-sama membangun Indonesia yang lebih baik. #kodekita08 PilihPrabowoGibran02 Kami selalu mendukungmu. #kodekita08 PilihPrabowoGibran02",positif,,,,
Fri Jan 12 23:15:00 +0000 2024,"@CNNIndonesia Pak @AgusYudhoyono @PDemokrat berarti mendukung Prabowo-Gibran karena terpaksa.  PD selalu playing victim, merasa tersakiti dan main dua kaki. Rakyat benci melihatnya.  Jadilah yg jantan dan tegas pada pendirian.",,,,,
Fri Jan 12 23:14:47 +0000 2024,"Dengan Prabowo dan Gibran di pucuk kepemimpinan, Indonesia akan lebih maju dan sejahtera. #kodekita08 PilihPrabowoGibran02",positif,,,,
Fri Jan 12 23:14:47 +0000 2024,@tempodotco bersamamu Prabowo Gibran Saya yakin Indonesia akan lebih maju dan berkembang,positif,,,,
Fri Jan 12 23:14:06 +0000 2024,Kabar baik buat 02.  Yo ayo rame2 ke 02 aja.  Relawan Anies dan Ganjar Kompak Pindah Dukungan ke Prabowo-Gibran https://t.co/DXz7OYURmD,,,,,
Fri Jan 12 23:14:05 +0000 2024,"Prabowo dan Gibran, mari bersama memimpin Indonesia menuju kejayaan. #kodekita08 PilihPrabowoGibran02 Kami mendukungmu!",positif,,,,
Fri Jan 12 23:13:43 +0000 2024,"@TeddGus @prabowo @gibran_tweet sudah di takdirkan oleh semesta bhw wowo ga bakalan pernah jadi presiden INDONESIA. proaes pilprea 2024 ini, hny untuk menunjukkan sifat asli JOKOWI. kepda para pendukung setianya. agar tidak selalu percaya sama jokowi. twrmasuk gue. sekarang MUAK",,,,,
Fri Jan 12 23:13:29 +0000 2024,"Indonesia membutuhkan pemimpin yang visioner dan kompeten. #kodekita08 PilihPrabowoGibran02 Prabowo and Gibran, kami mendukungmu. #kodekita08 PilihPrabowoGibran02",positif,,,,
Fri Jan 12 23:13:21 +0000 2024,@TeddGus @prabowo @gibran_tweet Langsung gak rasional di barisan awal. Modal suara pemilih 2014 &amp  2019 udah cabut dari dia semenjak gabung ke pemerintahan.,,,,,
Fri Jan 12 23:13:10 +0000 2024,"Semangat dalam perjalanan kepemimpinan, Prabowo dan Gibran. #kodekita08 PilihPrabowoGibran02",positif,,,,
Fri Jan 12 23:09:36 +0000 2024,Pendukung pak prabowo gibran uda punya ini belom? 👉https://t.co/028zDoCckM  racun shopee flashsale aerostreet x gibran mamah dedeh kebangun get well soon YUTA pendek Unpad TMII food estate semakin https://t.co/A0zeiXiriT,,,,,
Fri Jan 12 23:09:32 +0000 2024,"@OrizaSativa09 @kejumanis98 @kegblgnunfaedh @Fahrihamzah @prabowo @gibran_tweet @Gerindra @Partai_Gelora PSI menang BPJS gratis utopia juga. BPJS bayar aja antrinya dilama²in, dicuekin, diremehkan. Jika gratis mungkin sebelum berobat pasien diejek suster dulu. Lu udah miskin, penyakitan pula. Betah lu jadi beban negara?.""""",,,,,
Fri Jan 12 23:09:30 +0000 2024,@GlowTryz @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @gustavin_baidur @oppahade_ @jul223040 Suara Amin akan memenangkan pilpres 2024,,,,,
Fri Jan 12 23:09:26 +0000 2024,Masa depan cerah Indonesia ada di tangan Prabowo dan Gibran. #kodekita08 PilihPrabowoGibran02 Teruslah berjuang!,positif,,,,
Fri Jan 12 23:09:21 +0000 2024,Kami yakin Prabowo dan Gibran akan membawa Indonesia ke masa depan yang lebih cerah. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 23:08:50 +0000 2024,@GwynxAsh @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @BangEdiii @andi_hpattera @AnKiiim_ Gaada kabar  berubah untuk dukung Anies,,,,,
Fri Jan 12 23:08:41 +0000 2024,"@Mosesska78 @txtdrpemerintah Bkn oposan,tapi non prabowo-gibran",,,,,
Fri Jan 12 23:08:40 +0000 2024,Saya yakin Prabowo and Gibran akan membawa Indonesia ke tingkat yang lebih tinggi. #kodekita08 PilihPrabowoGibran02 Semoga berhasil!,positif,,,,
Fri Jan 12 23:08:28 +0000 2024,"Prabowo and Gibran, teruslah berjuang untuk kebaikan Indonesia. #kodekita08 PilihPrabowoGibran02 Semoga berhasil!",positif,,,,
Fri Jan 12 23:07:59 +0000 2024,@OposisiCerdas Baliho Dandim bersama Prabowo Gibran itu hal biasa karena ada kerja sama untuk kepentingan masyarakat,positif,,,,
Fri Jan 12 23:07:40 +0000 2024,Indonesia membutuhkan pemimpin yang kuat dan berkomitmen. #kodekita08 PilihPrabowoGibran02 Prabowo dan Gibran adalah jawabannya. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 23:07:23 +0000 2024,"2024-2029 untuk 02 cukup 1 periode saja. Hayoo, kita kasih kesempatan untuk 1 periode 2024-2029. Saya jadi penasaran  apa yang akan jadi targetnya?  Prabowo itu prajurit, ikut perintah atasan. #Pemilu2024AmanDamai  #Pemiluindonesiadamai2024  #PemiluDamai2024  #PrabowoGibran",,,,,
Fri Jan 12 23:07:21 +0000 2024,@gvfftj @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Yurissa_Samosir @JOINLampung @PragmaticMou Saya gak akan berubah untuk terus mendukung Anies Imin,,,,,
Fri Jan 12 23:07:20 +0000 2024,"Semangat dalam perjalanan kepemimpinan, Prabowo dan Gibran. #kodekita08 PilihPrabowoGibran02",positif,,,,
Fri Jan 12 23:07:12 +0000 2024,@RcyberProj0 @Gerindra @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 *Syarat menjadi CAPRES 2029 agar menang 1 putaran :  a).Jago MEWEK. b).Pintar MEMAKI/MENGUMPAT. c).Ahli MEMFITNAH. d).Suka MEMPROVOKASI. *Untuk cawapres : a).Gemar bertanya tentang SINGKATAN berbahasa ASING (Inggris).,,,,,
Fri Jan 12 23:06:54 +0000 2024,"Woi kakek omon @prabowo nepobaby @gibran_tweet tolong bilangin TKD nya, main nya yg sportif. jangan norak !! . Ini ga sekali - 2x lho cara² sprti ini. CC @andre_rosiade @habiburokhman @Fahrihamzah @kaesangp @grace_nat",,,,,
Fri Jan 12 23:06:50 +0000 2024,@haliday0147 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @ArjunaIreng_12 @AbiebSyah087021 @Mdy_Asmara1701 Anies Imin akan memajukan kota2 kecil di Indonesia,,,,,
Fri Jan 12 23:06:38 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @MarahIchsan @yeyeskii @Kanjeng2022 Abaikan yang nyinyir dan panik. Prabowo Gibran menang,,,,,
Fri Jan 12 23:06:33 +0000 2024,Kami yakin Prabowo and Gibran akan membawa perubahan positif dalam kepemimpinan Indonesia. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 23:06:15 +0000 2024,@GlowTryz @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @zumardifebri @bendol30 @AndryWaseso Kenaikan Anies akan membuat rakyat menjadi lebih meyakinkan diri untuknya,positif,,,,
Fri Jan 12 23:06:11 +0000 2024,Prabowo dan Gibran memiliki visi yang kuat untuk memajukan negara ini. #kodekita08 PilihPrabowoGibran02 Mari kita dukung mereka sepenuh hati. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 23:06:01 +0000 2024,"Anies : HMI CakImin : PMII Ganjar : GMNI Mahfudz : HMI  Mereka orang-orang yang ikut aktivitas mahasiswa melawan orde baru.   Sedangkan  Prabowo : Mantu Soeharto Gibran : Tokoh baru, tidak terlibat di aktivitas pergerakan melawan orba.",,,,,
Fri Jan 12 23:05:59 +0000 2024,@tempodotco apapun yang kalian katakan Saya akan tetap memilih Prabowo Gibran paslon 02,positif,,,,
Fri Jan 12 23:05:58 +0000 2024,"@RcyberProj0 @Gerindra @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 Tiap hari menunjukan hasil survei,bukan hasil surveinya yg penting,tapi pilihanku tetap ke pak ganjar itu yg penting.",,,,,
Fri Jan 12 23:05:50 +0000 2024,@SenoWerkudoro5 @TeddGus @prabowo @gibran_tweet Biarkan monyet monyet itu menyenangkan diri sendiri.. awokwokwok.. https://t.co/1iUknwsyLy,,,,,
Fri Jan 12 23:05:44 +0000 2024,"Indonesia butuh pemimpin yang visioner, seperti Prabowo dan Gibran. #kodekita08 PilihPrabowoGibran02",positif,,,,
Fri Jan 12 23:05:43 +0000 2024,@GwynxAsh @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @damardima @adri_7i @lugasichtiar AMIN pemimpin terbaik,positif,,,,
Fri Jan 12 23:05:18 +0000 2024,"@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @RstmBcl @ShamsiAli2 @Paltiwest Setelah sekian lama, Prabowo akhirnya akan menjadi presiden kita",positif,,,,
Fri Jan 12 23:05:13 +0000 2024,Semoga Prabowo dan Gibran membawa perubahan positif dan kemajuan bagi negara ini. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 23:04:47 +0000 2024,"@TeddGus @prabowo @gibran_tweet Ini juga penjelasan knp prabowo kalah lagi,,krn memang tak pantas  jd presiden menurut temanmu dan partaimu,,yg skrg jd munafik semua https://t.co/3I52VKhar8",negatif,,,,
Fri Jan 12 23:04:46 +0000 2024,"@mpujayaprema Sedikit baliho caleg dari Demokrat dipasang Prabowo Gibran, malah yg ada Anies AHY😁. Daya tawar Demokrat dg Nasdem PKS minta target tinggi, jika Demokrat tidak masuk batal capres, cerdasnya SP gaet PKB nah mulai itu cari2 kalimat yg untungkan Demokrat?",,,,,
Fri Jan 12 23:04:43 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Maudy_Apain @berlianidris @sayajggatau Survei yang memang pantas mewakili suara rakyat Indonesia,,,,,
Fri Jan 12 23:04:23 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Kanjeng2022 @EviDrajat @yeyeskii Kami pasti akan pilih Prabowo Gibran sebagai the next presiden Indonesia,positif,,,,
Fri Jan 12 23:04:19 +0000 2024,"@TeddGus @prabowo @gibran_tweet Memenuhi undangan kadin, malah curhat kekalahan debat dan makan burger king. Maksa mo jadi RI 1.🤣🤣🤣",,,,,
Fri Jan 12 23:03:58 +0000 2024,@gvfftj @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @irenejuni_ @Fisyasia @strike_bravo_b Kampanyenya pasti di lembaga survey,,,,,
Fri Jan 12 23:03:49 +0000 2024,"@griselruiz88 @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet @jokowi @puanmaharani_ri @aniesbaswedan @ekowboy2 @pakaipeci @yusuf_dumdum Demi Indonesia yang melompat jauh, yok pilih Prabowo Gibran",positif,,,,
Fri Jan 12 23:03:33 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @cobeh2022 @Miduk17 @UyokBack Pilpres memang 1 putaran tapi yang menang Ganjar Mahfud,positif,,,,
Fri Jan 12 23:03:16 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @YepryR @ForRezim @Jen_syie Sayang duit surveynya mending untuk rakyat,,,,,
Fri Jan 12 23:03:02 +0000 2024,"@TeddGus @prabowo @gibran_tweet Gerombolan tolol pendukung @gibran_tweet ingin satu putaran menang,Tolol tingkat langit.. yang ikut kontestan hanya 2 Paslon ? Cara berfikirnya emang tolol.. https://t.co/p8d0Uspyqz",,,,,
Fri Jan 12 23:02:55 +0000 2024,@JokoPintar2 @gus_muslih @prabowo @gibran_tweet Aku pilih Ganjar https://t.co/XZk5D6fj3L,positif,,,,
Fri Jan 12 23:02:54 +0000 2024,@titymargana menuju Indonesia Emas ... Prabowo-Gibran.. yg lain kalo ga suka jgn mencret2 ya...,positif,,,,
Fri Jan 12 23:02:31 +0000 2024,"@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @f_fathur @faizalassegaf @msobri99 Hilang pedenya 02, yok ah asal bukan Prabowo",,,,,
Fri Jan 12 23:02:09 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @MarahIchsan @yeyeskii @Kanjeng2022 Real survei itu yg menang Pak Ganjar dan Pak Mahfud,,,,,
Fri Jan 12 23:01:53 +0000 2024,"Semangat dalam perjalanan kepemimpinan, Prabowo dan Gibran. #kodekita08 PilihPrabowoGibran02",positif,,,,
Fri Jan 12 23:01:52 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @WagimanDeep212_ @blantik_pedhet2 @Anak__Ogi Cieee ada yang panik. Survey bisa di pesan dan bukan penentu yeeee,,,,,
Fri Jan 12 23:01:28 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @RstmBcl @ShamsiAli2 @Paltiwest Boy semuanya masih punya peluang menang 1 putaran,positif,,,,
Fri Jan 12 23:01:12 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Maudy_Apain @berlianidris @sayajggatau Teruskanlah menghibur diri,,,,,
Fri Jan 12 23:00:54 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Kanjeng2022 @EviDrajat @yeyeskii Dulu kita tertipu ayahnya masa sekarang masih mau tertipu dengan anaknya?,,,,,
Fri Jan 12 23:00:51 +0000 2024,"Prabowo dan Gibran, mari bersama-sama membangun Indonesia yang lebih baik. #kodekita08 PilihPrabowoGibran02 Kami mendukung kalian!",positif,,,,
Fri Jan 12 23:00:35 +0000 2024,"Dengan kondisi Pak Prabowo yang emosional, Gibran yg nyaris"" tak punya power, Indonesia akan hancur, bila 02 menang.  Komunikasi dg rakyat akan mandek, PS hanya mendengar elit. Anak buah akan cenderung ABS krn takut tamperamen PS yg emosional.  Mengerikan bagi Indonesia""",negatif,,,,
Fri Jan 12 23:00:34 +0000 2024,@griselruiz88 @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet @jokowi @puanmaharani_ri @aniesbaswedan @ekowboy2 @pakaipeci @yusuf_dumdum Ngejawab pertanyaan pak Ganjar aja enggak becus masa kita disuruh takjub dengan angka survey buatan temennya?,,,,,
Fri Jan 12 22:59:53 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @fais21804461 @zy_zy_its_me @akupadi5 Bikin menang survey 180 persen juga boleeeeeeh,,,,,
Fri Jan 12 22:59:31 +0000 2024,@OposisiCerdas All out untuk kemenangan Prabowo Gibran 2024,positif,,,,
Fri Jan 12 22:59:28 +0000 2024,"@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @akupadi5 @bentangnegeri @Putri_Everhart Takut komen ah, nanti dilaporin orang2nya wowo",,,,,
Fri Jan 12 22:59:00 +0000 2024,"Khofifah Gabung TKN, Iwan Soelasno Optimis Warga Desa di Jatim Kompak Menangkan Prabowo-Gibran #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/RyOabCxwDh",,,,,
Fri Jan 12 22:58:58 +0000 2024,"@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Jelli_cent @okkymadasari @03__nakula Nanggung amat, kenapa tim wowo gak bikin aja hasil surveinya langsung di atas 50 persen?",,,,,
Fri Jan 12 22:58:42 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @ganjarpranowo @puanmaharani_ri @Putri_Everhart @berlianidris Pak tua… sudahlah!,,,,,
Fri Jan 12 22:58:21 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @devy_casanofa @alisyarief @Dew0W1snu Kata @prabowo kan survey itu tergantung yang bayar,,,,,
Fri Jan 12 22:58:02 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Ghurem2 @ribonk @ARSIPAJA Dari 2014 setiap wowo nyapres pasti suasananya mencekam,,,,,
Fri Jan 12 22:57:42 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @bachrum_achmadi @GeiszChalifah @HmfaqihA Saatnya hijrah ke Ganjar Mahfud karena 02 baperan,negatif,,,,
Fri Jan 12 22:57:41 +0000 2024,@xquitavee @prabowo @99propaganda @adri_7i @BANGSAygSUJUD @bengkeldodo @ChallsOfrivia @DedynurPalakka @MikamiRambo @priatamvan88 Foto kayak Gini buat Para omon-omon kepanasan... 🤣 Prabowo Gibran Mantap✌️,,,,,
Fri Jan 12 22:57:15 +0000 2024,@tempodotco AQ kaloo gak pilih pak Prabowo Subianto dan mas Gibran bisaa stres dan gilaa lo,negatif,,,,
Fri Jan 12 22:57:06 +0000 2024,"Siap Kampanyekan Prabowo-Gibran hingga Menang Mutlak, Khofifah : Satu Putaran Lebih Baik https://t.co/0jG2wVsiOW",,,,,
Fri Jan 12 22:56:32 +0000 2024,"Siap Kampanyekan Prabowo-Gibran hingga Menang Mutlak, Khofifah : Satu Putaran Lebih Baik https://t.co/Uadw05LHsh",,,,,
Fri Jan 12 22:56:10 +0000 2024,"Siap Kampanyekan Prabowo-Gibran hingga Menang Mutlak, Khofifah : Satu Putaran Lebih Baik https://t.co/UPhPSho7z2",,,,,
Fri Jan 12 22:55:32 +0000 2024,@DokterTifa @aniesbaswedan Lah kocak bukan nya ibuk ya? Yg selalu mencari kesalahan Pak Prabowo dan Gibran.  Udah gitu nyebar hoaks sama fitnah lagi.   Nuduh nya ijazah Gibran palsu. Eh gak tau nya dia sendiri yg ijazah nya palsu. Dasar gadungan...!!,,,,,
Fri Jan 12 22:55:00 +0000 2024,@griselruiz88 @ch_chotimah2 @ganjarpranowo @mohmahfudmd @gibran_tweet @jokowi @prabowo @aniesbaswedan @puanmaharani_ri @muchlis_ar @mulanbilqis @kangdede78 Gemoysian selalu didukung survei,,,,,
Fri Jan 12 22:54:40 +0000 2024,"@griselruiz88 @kompascom @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @KepaArgawinata2 @Aryprasetyo85 @tijabar Satu saja keunggulan prabowo, emosinya",,,,,
Fri Jan 12 22:54:36 +0000 2024,@liliesjayajaya @DokterTifa @aniesbaswedan @gibran_tweet @prabowo @Gerindra Ngaca pun dia belum tentu sanggup. Kemampuan dia ya hanya sebegitu😂😂,,,,,
Fri Jan 12 22:54:32 +0000 2024,"@mpujayaprema mpu kok berasa provokator..tonton yg utuh..ada nama Pak Jokowi disebut, ada nama Prabowo Gibran disebut. Ada program SBY dijabarkan detil (emang agak narsis) dan berasa oposisi tapi ingin melanjutkan dan menyempurnakan...",,,,,
Fri Jan 12 22:54:02 +0000 2024,@GwynxAsh @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @basukining @samarron03 @si_andiii Semoga 14 februari nanti yang menang nomor 1,,,,,
Fri Jan 12 22:53:52 +0000 2024,@tempodotco Emang kok pak Prabowo Subianto dan mas Gibran gada tandingan ya dehh,positif,,,,
Fri Jan 12 22:53:43 +0000 2024,"@gvfftj @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Pamankarta @aianawawi @amin_em23 Coba tampilin data dari surveinya, berapa aja respondennya, metode gimana, dan terutama siapa pendananya",,,,,
Fri Jan 12 22:53:18 +0000 2024,@haliday0147 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @bantdip @anisabayan1 @lugasichtiar Ini pasti justifikasi kecurangan nanti,,,,,
Fri Jan 12 22:53:02 +0000 2024,@GlowTryz @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @gustavin_baidur @oppahade_ @jul223040 Rakyat cerdas tidak akan melihat survei,,,,,
Fri Jan 12 22:52:56 +0000 2024,Sudahi Joget Gemoy mu kamu bukan aktor tapi diktator #gemoy #pemilu2024 #PrabowoGibran #anies,,,,,
Fri Jan 12 22:52:31 +0000 2024,"@Lembayung071 @prabowo @gibran_tweet @Gerindra @PartaiGolkar Jenderal, para Prajurit dan anak2 Alayyy nangis bareng 😭😭😭.  Negara dgn 280 juta penduduk mau dipimpin orang cengeng nangisan 😅.  Gak jadi joged tah 💃🕺🎶😁 https://t.co/LxD3BXnIsL",negatif,,,,
Fri Jan 12 22:52:26 +0000 2024,@gvfftj @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Yurissa_Samosir @JOINLampung @PragmaticMou Mayoritas rakyat pilih Anies,,,,,
Fri Jan 12 22:52:08 +0000 2024,@haliday0147 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @ArjunaIreng_12 @AbiebSyah087021 @Mdy_Asmara1701 Udah surveinya di kandang sendiri masih juga belum 50 persen,,,,,
Fri Jan 12 22:51:53 +0000 2024,@TeddGus @prabowo @gibran_tweet Ha ha ha... 2014 survey2 juga memenangkan prbw. Bahkan lebih bnyk lg. Toh kalah juga..🤣🤣 https://t.co/Sl5Vvx3NJc,,,,,
Fri Jan 12 22:51:49 +0000 2024,@haliday0147 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @ArjunaIreng_12 @AbiebSyah087021 @Mdy_Asmara1701 Ga usah panik gitu Pak Anies cuma salaman sama puan,,,,,
Fri Jan 12 22:51:32 +0000 2024,@siregar_elang @prabowo @gibran_tweet @Dennysiregar7 Tukang culik dan pelanggar MK satu gerbong. Lebih terhormat mana??,,,,,
Fri Jan 12 22:51:24 +0000 2024,@GwynxAsh @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @damardima @adri_7i @lugasichtiar Omon omon jagoan ente layak jadi presiden survey,,,,,
Fri Jan 12 22:51:04 +0000 2024,@gvfftj @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @irenejuni_ @Fisyasia @strike_bravo_b Gagal food estate tapi menang surve hanya terjadi di negeri wakanda,negatif,,,,
Fri Jan 12 22:50:52 +0000 2024,"Prabowo dan Gibran, kami percaya pada visi dan misi kalian. #kodekita08 PilihPrabowoGibran02 Semoga sukses dalam setiap langkah. #kodekita08 PilihPrabowoGibran02",positif,,,,
