full_text,sentimen
jadi cawapres karena anak presiden aja harap dukung banya presiden dari tidak apalagi harap ahli mampu wah jauh sekali,negatif
paslong nomor urut 2 jelas menang 1 putar,positif
udah kalau klaim benar langsung aja lantik 02 biar langsung kerja sembako naik bbm naik gpp,negatif
indonesia lebih baik cukup menangin 1 putar,positif
aneh banget deh padahal ngejelasin visi misi baik penuh gagas masa tinggal sama 02,negatif
insayaaallah mas jadi wapres jadi presiden,positif
ga mungkin padaip dukung dukung 02 alih dukung 03,negatif
bu mega kerah kuat ngedukung,positif
mimpi setinggi langit tgl 14 jatuh sakit sangat luar biasa,negatif
aku tuju padaip alih dukung,positif
02 pasti menang gak perlu coblos 02 yaa,positif
karakter apa mas marah2,negatif
is pilih dukung ketimbang anies baswedan,positif
udah ngga heran kl paslon wowo survei dulu no 1 nyata nya kalah melulu,negatif
mas jadi pimpin indonesia lihat,positif
haha mimpi jauh mana mungkin tiap acara hadir banyak orang survei 20 persen,negatif
surve abal abal,negatif
benar sekali dukung padaip akan alih,positif
peluang menang 1 putar makin buka lebar,positif
jangan2 karena bayar,negatif
ketua umum golkar airlangga hartarto ajak seluruh kader sumut pilih subianto rakabuming raka di hadap ribu dukung airlangga kata ibu ibu hemat keluar anak sekolah,positif
pede satu putar menang kampanye sepi terus,negatif
bu mega akan senang hati menang sahabat,positif
koalisi padaip sama wujud,positif
ada padaip menang satu putar di tangan,positif
tanya emng dukung 02 mau keluar duit bukan bayar semua mndkung 02 susah si bang,negatif
pilpres putar pertama suara atas 50 persen,positif
moga tuhan ymk buka jalan menang bukan,positif
kirain cuma dukung 02 goblok serang anies isu sampah telaah nyata dukung 01 anies cak imin tolol serang ejek pincang pengkor capres kaki tiga orang pintar pernah nilai fisik orang kerja orang,positif
sumpah goblok banget masa bayi bom lahir udh tahu akhlak segitunya ken jd wakil presiden,negatif
tantang yuk amp kalau jadi presiden berani gak penjara ayo jawab kalau berani coblos rai,negatif
semangatt dohannn,positif
tegak lurus sama baris,positif
awal benar dukung pasang makin kesini makin kecewa saya putus alih pasang gama lebih tegas pimpin indonesia,negatif
jokowi 3 periode,positif
awal bencana nepotisme indonesiasejarah mencatatsatu nantisejarah mrmalukan bangsa,negatif
apa sih ku bud makan siang gratis anak sekolah bukan ibu kandung lama lama nyata lu benar soal dukung sayaaratnya bodoh,negatif
selalu no 1,negatif
bedebah dukung dinasti dn usak demokrasi,negatif
gin aja kelas ente fud waktu 2019 ga jadi cawapres nyata bener divine intervention ahli satu bidang tentu jadi great leader holistik sorry fud satu putar,positif
aib lebih kelam hitam aib lebih hina jijik ayo buka buka mb,negatif
kek gin menang 1 putar ente waras,negatif
kalian harus ditutupitakut kalah cong fair sportif dong,negatif
menang kartu tani hilang,negatif
putar pertama nyungsepamiin 3x allah kabul doa ku inijadikanlah orang baik jadi presiden,positif
undang 2 gus acara majelis rutin gus tsar gus iqdam nyata pamplet capres manusia2 nir adab pecah belah umat,negatif
susup nyampah lo tuh ga ajak,negatif
tunggu hbs pemilusetelah menang milu,positif
halah frggak realistis,negatif
ni orang nyindir dama mulu,positif
menang kartu tani hilang makyuusss,negatif
tadi akan pilih karena faktor batal benci thd politik dinasti nepotisme sangat besar ya saran baik tulis hati2 utama tuduh pihak anda tuduh padaip data benar,negatif
pilih tepat,positif
ga ngaruh tetep penting bukan,negatif
satu putar,positif
capres nomor urut 2 aku cawapresnya kerap olok ia bangga mampu bukti diri mampu jadi cawapres,positif
ajak menang sby lanjuntukan program jokowi,positif
arti kalimat gin aja mosok sampean gk paham se maskayak emak2 tiktok ajesampean orang pinter loh mas kalimat sederhana gitu aja ikut2an goreng mulus orang dulu habis2an kau ueman mas bud,negatif
untuk hatters nya untuk semua tuding tunjuk beliau ingat selalu kata beliau biar rakyat tentu jgn kamu menkal rakyat putus beliau pimpin bangsa,positif
si tantrum cengeng sampe bulan paska debat aja baper si minta rawan jelasin telah debat orang tolol masuk bursa pilpres,negatif
iya betul sekali kriminal radikal terorisme ldii tambah makin rajalela krna kuasa presiden kapolri beking lindung fasilitas,positif
mungkin tua jd konsisten kecil harap mikirnya tepat 5 th lg udh ga laku si budi ini orang tanda konsisten orang untuk elektabilitas si budi uzur kai,negatif
liat debat kemarin jdi ragu sma makin gk jelas,negatif
yaudah kalo yakin menang gausah e bantu presiden menteri artis influencer dong yakin menang tp kok gelisah,negatif
survey buat satu dunia percaya basis besar ada sumbarpendukung 02 halu uda mulai odgj,negatif
asal bukan,negatif
yuk kan biar tembus jadi no 1,negatif
lihat video kconk arief alhamdulillah kh fuad nurhasan ponpes sidogiri dukung lihat wi,positif
haduhhh lonte politik nongol lghhhh,negatif
main catur bila raja mulai gerak kiri kanancawe cawe arti raja mulai tekan akan kalah,negatif
awal dukung telah debat kemarin putus alih dukung,negatif
gue pilih 2x gue gk masalah dg napa ambil jelas2 proses perkosa konstitusi dg sdh vonis cacat etika berat lagi apa elo ngedukung dinasti politik mana etika bokap presiden anak nyalon etika etika etika,negatif
hadap warga subang maruarar sirait jelas alas diri dukung,positif
satu putar 02 langsung jungkal,positif
cc kasi bener temen lho dijanjiin apa sih smpe sgitunya,negatif
orang jompo mana kerja orang waras milih anies,negatif
awal dukung telah lihat debat kemarin putus alih dukung,positif
kalo simpel masak iya negara besar mau pimpin orang pecat iya pecat coba tanya sendiri,positif
asam sulfat pengaruh apa buat ibu hamilmohon cerah,negatif
mesti realistis target menang telak terlalu tinggi paslon 01 udah tunjuk kualitas dukung rakyat,negatif
ecek akhlak bayi hrsnya lalu bhs ibujk ibu tdk milik bhs ibu untuk ajak bicara minimal bahasa isayaarat jika bhs isayaarat jari sdh salah hrs benar maaf mas budi tdk sopan untuk komen,negatif
gw gak nka klo politis oon gak nyambung,negatif
ngimpi,negatif
makan nya anak di didikhahaha goreng mu lahir kemudian didik gitu aja ngk paham simelahirkan kemudian abai arti biar anak tidak beretikasegitunya ya goreng goreng berita,negatif
ngapain teriak2 1 putar sdh 3 putarandan ke 4 x nya 1 putar balik rumah pulang,negatif
sama sby ketua umum partai demokrat agus harimurti yudhoyono ahy senang sekali akhir hadir lumajang lumajang luar biasa,positif
menang 1 putar,positif
mau buat gagas buat aja sih ngapain ngurusin videotron sama fundraising patungan jg gk ngajak2 gnimalah kita minta diadainduit jg transparan lpj emng lu ikut iur urusin noh ribu baliho gede gaban abis kena puting beliung bikin sampah,negatif
psi ga nya cuma nyuruh coblos wkwk btw demokrat emang gin watak tengah hati,negatif
sumpah ni orank kaya ga pernah baca buku ga pernah diskusi ga da antihilirisasi kritik implementasi kalo anti banyak langsung bawa nasionalisme so post ww 2 gitu terima kasih masuk fuck this cunt,positif
beneran mo ngajak kompetisi sehat berfastabiqul khoirot coba kandanani nasehatin dulu amp soal gak lucu kan mnt orang hrs spt mau tp calon sendiri tdk kompetisi sehat amp berfastabiqul khoirot spt mau,negatif
rawan ngamuk gak bagi duit heheheparah nih,negatif
ente gak akhlak,negatif
uang memang m gurih jenderal,negatif
gak usah satu putar sekali aja lantik akhir januari beres bhuahahahahahahahahahahahahaha,positif
gak usah ribet2 ai adopsi asing greenflation visi program jelasbahaya bikin rakyat indonesia bayar harga inflasi pangan aja pangan impor malah gencar untuk bbm indosat tulalit tissa biani,negatif
tdk pernah nyaleg sama2 mantan pimpin komisi gus ken nyaleg nam jelas jiwa ganggu,negatif
halu,negatif
tolak aja kalau anies kalah gak usah terusterusan stuck coba lihat lain misal,negatif
kaesang tum psi minta warga bandung pilih menang sekali putar,positif
skip deh terlalu banyak omong doang kayak kurang paham mood aspirasi masayaarakat udah jelas paslon 01,negatif
bakal inisiasi uu lindung hewan menang pilpres 2024,positif
tolak aja kalau anies kalah gak usah terburuburu mending pilih lanjut,negatif
main catur kalau raja gerak kesana kemari tanda nya kalah nanti depan tandatanda hasil survey angin surga belaka,negatif
anehmakin tambah atur ndak lama satpol pp mumet nganggkutin becak nongjrong dmn2 gara nyolok listrikhahah cari sensasi bukan solusi dengkul kok e mikir,negatif
dih ribet hidup oligarki,negatif
gue gak paham terus ngomongin menang telak masayaarakat lebih percaya sama kerja anies,negatif
orang goblok aja tahu klo akhlak etika hasil dik bukan turun ini hasil orang khianat haus kuasa uang,negatif
apa sudah mulai laku jokowi dilanjuntukan sempurna optimis indonesia makin maju depan,positif
tokoh muslim nyata dukung siapa yaaa wa aja song hye kyo,positif
gua orang mang insayaallah lebih karakter orang mang sila bungkus pulang hasil survei ente wooi kagak lakuuuu insayaallah mang untuk paslon 01,negatif
halu banged,negatif
main catur kalau raja gerak kesana kemari tanda nya kalah nanti depan,negatif
kalo anies kalah putar pertama aku lebih milih pilih deh masuk akal pilih,negatif
potret sama cawapres 02 mas sama masayaarakat bal wa aja 71 progresif song hye kyo,positif
gimana kasus 349t cie cuma mau manggung doang cari muka biar daftar dadi capresjilat atas jilat bawah mamud md kacaujadi boneka pada dia,negatif
sebenernya benalu negara mas jg baru liat skrg ajakita liat aja ntar kalo menang tambah tantrum,positif
asal jgn brow,positif
langsung nolak kalo anies kalah putar pertama bisa pilih,negatif
sosialisasi program unggul bagi susu makan siang gratis penuh gizi anak giat sosialisasi program laku serentak sejakarta timur om dewan bang adnan tahufiq bang bang ryan kurnia dpc gerindra,positif
calon menteri sangkut korupsi,negatif
uang2 nya sendiri kok sewot uang2 orang mau nyumbang peduli kok iri atas nama rakyat ngerisakit hati,negatif
udah segitu kok panik raja sampe turun cak imin mau periksa anies halangin dibuntutin,negatif
aku rasa target tkn menang telak satu putar kayak mimpi aja anies udah jelas lebih unggul penuh dukung,negatif
makasih pencerahann nya bang,positif
bismillaah bi idznillaah,positif
haha aja ente fair aja lihat tgl 14 feb 24 sayaarat nya cuma 1 jujur tanpa curang berani,negatif
sumbar menang di provinsi,positif
goblok emang bumi bud,negatif
takut bener kalah,negatif
kentut hidung,negatif
waduh biar rakyat nilai terima kasih jejak digital,positif
mana dukung banyak 01 cak imin 02 03 sayaa,positif
bismillah yakin satu putar,positif
asal jgn pilih,negatif
dukung 02 emang orang kasus,negatif
omong lu ga di percaya budd rakyat dah cerdas dulu benci ama si wowo karna culik ehhh skrg malah gabung breng hahaha,negatif
jhaaa padahl gw nerima bgt fakta klo nepo baby oweowe mkmkmk elu kali gabisa nerima fakta klo libat langgar ham berat wkwkwk,negatif
aktivis kalau nyicipi duit haram begini ada integritas ada jilat,negatif
salut banget sama dukung sby ahy lembut sutra,positif
umkm naik kelas rawan kelompok usaha warga deklarasi dukung,positif
tkn pasti wujud dana abadi pesantren,positif
sby ahy aja dukung masa kamu ga,positif
mafud ko jadi begini sih nyalahin ibu anak prof mafud hati sedang penuh emosi,positif
habib luthfi tegas dukung pasang nomor urut 2 subianto rakabuming raka pilpres 2024,positif
bukan dukung 02 sering cacing maki capres instropeksi bossjangan provokasi,negatif
baris santri muda deklarasi dukung tkn pasti wujud dana abadi pesantren,positif
udaputaran dua 01 03 ajagak usah ngajak 02gak asayaeekk,negatif
kalo untuk ga terlalu gimana sih gw buat gedeg bgt si songong anak presiden dah jadi pilpres tahun gak nyoblos 2 milu kemarin gw garis keras ras jokowi jijik,negatif
jd udah niat kan mereka2 jd presiden adalah jd klu menang singkir,negatif
pilpres jadi ajang saling serang masayaarakat suguh saling cerca para caprescawapres timses n dukung semua konyol n malu gimana koq kalian nikmat konyol,negatif
gagas apa siap dukung apa untuk,positif
hahaha kasihan,negatif
sigap selesai masalah masayaarakat sekitar urus sekolah klinik betul jadi tanggung jawab perintah daerah,positif
kalo ba ibu nyatamak serakah maling begal reformasi demokrasi lahir lebih parah,negatif
insayaa alloh ok lahh asal jangan,positif
budi dh pikun makin tua mkin gblk wkwkwkwo,negatif
pecat jadi abri kok ga bahas,negatif
suka pilih tbrc satu putar depan mata,positif
fik bagus terus gembos suara akhir juga agen agen menang mantaf aku suka hahahaha,positif
bikin cuit faedah sedikit bang budiman contoh spt isi bukan capture edit tambah kata2 seauai nyata lebih pintar cerdas kek anda,negatif
sumbar masayaarakat nya cerdas itu insayaaallah pilih nya anies baswedan,negatif
negara butuh didik banyak anak anak remaja pemuda cita cita nya halang tor ekonomi bantu prrbaiki didik negri maka masa depan negara akan lebih baik,positif
yah bos,positif
memang begitu saya ajak teman kampanye paslon 02 bagi uang rp 100000 dapat kaos saya terima rezeki klu nyoblos urus hati tetap coblos allah swt tahu,negatif
simpatisan pkb gus dur pacitan deklarasi dukung detikcom,positif
airlangga target 80 persen menang jambi,positif
tiga sayap ppp kulonprogo deklarasi gabung krjogja krjogja,positif
era mukidi ko banyak orang 2dungu percaya survei kalo main catur raja udah gerak arti tahan nya udah beranta,negatif
jokowi pilih beliau yakin lah mampu tangan masalah indonesia saya beri dukung kosong satu putar indonesia emas 2024,positif
ambil becak coblos tetap 01,negatif
fitnah nya luarbiasa si tolol,negatif
sby ajak ribu kader demokrat malang total dukung,positif
bilang jadi presiden jadi cawapres kontra dikit tembak mati busuk bgt allah sadar dukung lambat,negatif
nis nis ngomong aja nya lo jar jar sombong mu bungkam dg laku mu sendiri janji langsung luncur satu putar,positif
tak mati rakyat bukti,negatif
airlangga hartarto jadwal gelar konsolidasi menang sulsel,positif
baliho ukur besar pasang calon presidencalon wakil presiden nomor urut 2 subianto rakabuming sama presiden joko widodo,positif
dukung 01amp 03 sadar peluang calon dukung sulit menang ttp elite2 nya terus doktrin penting msing2kasian jg liat merekajd santap doktrin elite apalgi smpai ai ayat2 aku cm mau bilangpemenang pilpres sadar,positif
insayaa allah menang satu putar,positif
dana kampanye elit bayar commis sulit,negatif
bijak tingkat ekspor kurang impor sdh dengung 20 th lalu tp skrg makin parah pupuk impor beras impor kedele impor gula impor semua jd pem kampanye si tolol menjilat2 dg lidah panjang rakyat suguh mimpi kosong orang tolol percaya,negatif
mirip sahabat nabi md kisah mulia jangan campur sampah politik,positif
suara hampir 50 persen sumatera barat versi survei lsi anies jadi saing ketat malah jeblok,positif
dulu aku rasa aneh sama orang mau pilih sekarang jadi tambah aneh sama orang masih mau aja pilih padahal,negatif
sapa rawan purworejo wantiwanti jangan lena hasil survei bagus nih tetap kampanye damai ajak keluarga saudara teman2 milih,positif
tkn tegas lanjuntukan hilir,positif
banya suka bohong anak suka fitnah paman suka curang capresnya suka nyulik,negatif
terus sndiri kapan mundur andiri apa sdh mundur dr jabatanya sbgai walkot min jgn ramai soal pqk aja dong,negatif
hercules siap menang satu putar,positif
presiden kampanye kok asal cuti jabat presiden tolong cek bagai team resmi kan dari kok presiden ikut dukung kampanye cuti dulu nepotisme kok terangterangan,negatif
kl dukung wkt pilpres 2014 amp 2019sdh banyak bpindahtmasuk dgn saya tdk lg mdukung krn bpasangan dgn alhamdulillah thn ada anies krn pilih pimpin bkn mcari sempurnattp mcari mudharatnya paling sedikit,negatif
si koto emang bodoh kyaknya yah sdah jelas si junjung nya sendiri jokowi ngomong tdak visi misi menteri visi misi presiden arti perintah presiden koto koto bodoh jgn umbar,negatif
kalo sih sederhana pindah haluan karena bener baik tak suka cela lawandan bila kesel datang tps dekat coblos tu mata badan kepala tuk lampias ingin lalu teriak,positif
the economist sebut unggul 50 rawan jadi picu kerja lebih keras,positif
dukung 1 putar nyungsep masuk 2 putar,negatif
kata saya ikut jejak dulu kuasa nasi jadi bubur udah dukung pangeran solo moga cawapres 2029 ahy gubernur jakarta pilih presiden,positif
tulus untuk indonesia jg savage muda keren keywordnya tulus kerja nyata ga janji m bela negara anak muda savage,positif
kandidat kelas dunia kampanye konser band kelas dunia teknik video drone kelas dunia pimpin indonesia pasuk kelas dunia,positif
mantap maju terus,positif
lewat masa produktif bak buah di karbit alias disa mateng hingga alami busuk dini,negatif
aja dulu ada ubah,negatif
pilih psi indonesia lepas landas,positif
harus bener bener hemat ayo dukung,positif
tri bukan asn clear lagi ente ga ributin itu mdwkwkwkwkwk,negatif
klo pilih belakang jokowidodo insting misal jadi presiden gak lama jadi otomatis naik jadi presiden nya,positif
liput 6 menang nomer satungedabrus ja,negatif
ngtweet harus check dulu otak rai tidakitu,negatif
dukung emakemak difabel tkn makin yakin menang satu putar,positif
ikut sandera ini,negatif
haduh haduh dah paling benar tuh dukung,positif
yaallah jauh lah masayaarakat indo dr bencana pimpin negeri,negatif
lah iya mereka bilang mau melanjuntukan perlu tanya lah bener aja salah mau dilanjuntukan,negatif
anak muda pasti pilih untuk indonesia lebih maju menang qatar china salma naruto tom cabut boruto gen z el sulfat anies,negatif
milu skrg parah bgt uang rakyat guna untuk golong tentu raja banya,negatif
tumbang menang kaga menang,negatif
kalah putar pertama dukung balik ke jokowi dukung menang salah satu om denny,positif
kalo demokrat pilih 20242029 presiden 20292034 presiden 20342039 presiden 20392044 kaesang presiden 20442049 kaesang presiden lah ahy kapan jadi presiden nya mkmkmkmkmk,positif
rusa akhlak telanjang para jabat negara tak punya malu kampanye e fasilitas negara,negatif
bismillah wa biidznillah 1 1,negatif
rawan etas gaspol menang sekali putar,positif
dijawa banyak alih dukung tadi sekarang,positif
narasi luh oon bener,negatif
hati menang rick,negatif
sesal dulu pernah idola tapi bersayaukur topeng buka sendiri,negatif
lha drpada gabung sm imin wong partai pkb aja begal guru ibu khofifah semua jg tahu kok gabung sm imin jauh lebih baik dia ada baris,positif
03 harusnyaar ketatanegaraan hukumtdk macam2 gimmicdan korea2an wibuindonesia bgtayo dukung indonesia lebih baik nkn buat saja cicit kota masa yad,positif
otak balik ngumpul 02,negatif
mau indonsia level kaya sekarangdemokrasi hancur sosial ekonomi gak karu karuan pilih,negatif
calon no urut 2 cocok ikut audisi standup komedi,negatif
sih kang playing victim,negatif
kasih nilai 99 debat cawapres dua,positif
lawan yo keteter,positif
eeeh kalau memang balas dendam serang anies tolol dong harus jadi capresnya bukan,negatif
airlangga hartarto kenal program gera indonesia tadarus alquran ponpes alfa kabupaten bandung,positif
survei lsj elektabilitas makin lesat,positif
amat potensial menang pilpres satu putar,positif
sdh duga blunder kalau banyak omong n sopan santun semu akal akal betul karakter jokowi tdk spt justru tdk selamat jokowi sbg alat untuk singkir jokowi atas nama jokowi jokowi jebak waris orba,negatif
capres masalah dgn bagai atur uu mafud sama korupsi uang buat ektp mafud tinggal 349 triliun pernah bongkarnyakini 349 triliun nyaris tak dengar krn mafud sdh hasil ikut cawapres keluar biaya,negatif
begini orang angkat jd menteri bukan kualitas karena uang berfikirpun ga waras,negatif
yuk doa buat sayu putar,positif
pilih 02 sandi,positif
orang dungu mah bangga aja bilang bodoh didik tinggi,negatif
cinta rakyat sby turun gunung sapa ribu kader karanganyar dukung soloraya,positif
sempat tanggal 14 cuma 1 putar padaip pasti gabung kan kader menang masa padaip ikut kalah,positif
orang dungu salut sama anak ingus cebokin aja terus bersih jgn sisa liat orang2 haus kuasa tidak berfikir normal,negatif
aku kali dukung ba wakil anak jokowi alih dukung anies ajaaa aaahh,negatif
manusia susah bilangin 3 1 dukung 2 dukung 3 dukung jokowi,negatif
tambah yakin sekali putar menang,positif
dukung emakemak,positif
wapres banyak dukung putar haluan,negatif
jangan biar jokowi bangun dinasti,negatif
males banget kalau anak bos jadi wakil,negatif
doa ikhtiar lahir batin sangat arti,positif
muuaaaaantap tombol 02makin dekat indonesia maju rakyat senang,positif
kagak nyadar kalo sombong pangeran puja manusia susah bilangin 3 1 dukung 2 dukung 3 dukung jokowi,negatif
capek capek kuliah hukum e milihnya bener ajee rugi bangeet dong,negatif
sabar bang emosi harus e akal sehat,negatif
nafsu kuasa udah ga tolong yah,negatif
erick kasihan nasib kini cuma bengong belakang,negatif
ngebet aelahhh,negatif
sesumbar bara jp psi partai presiden jokowi wajib gaspol,positif
anak haram konstitusi tidak etika lah,negatif
iya bener bu gak beres pandukung paslon udah bener kok asam sulfat untuk cegah stunting memang minim literasi dukung paling valid,positif
wajar bela soal food estate gagal dia adik salafy mantan gubernur sulsel kan lg gencar kampanye pragi,positif
tokoh2 dukung jokowi bahkan partai sendiri sesal sampai menang jokowi nyata seperti harap jokowi jangan ulang salah samatgl 14 februari yad akhir kuasa rezim jokowijangan ragu,negatif
begitu wkwk debat capres serang abis abis diem aja tuh gilir serang balik ga terima kalo gamau masak gausah ikut debat,positif
kalo demokrat dukung 20242029 presiden 20292034 presiden 20342039 presiden 20392044 kaesang presiden 20442049 kaesang presiden lah ahy kapan jadi presiden nya mkmkmkmkmk,positif
baper akal mati menang 1 putar,positif
nah kalok kek gin kan wujud satu putar,positif
gin ni kalau bocil ajar adab baik benar,negatif
gausah pilih nepo baby guys,negatif
nepo baby gaboleh menang,negatif
kaya gaada pilih aja,negatif
rasa perhati tukang bakso dukung,positif
nepo baby kok pilih,negatif
ambil sih,negatif
kasihan banget sama sebenernya,positif
biadab etika babi buta,negatif
sama sekali ga mutu,negatif
gaboleh bicara itu,negatif
menang mimpi,negatif
seat,negatif
yakali punya wapres model,negatif
lo sih kak influencer artis dukung aja ga tuh nyinyirin paslon pada adem adem aja nikmir kali yah nikmir aja b aj bjirr lo woyyy segitunya banget kaya emang lo udah benci kali yah sama,positif
aku keluar dr 02 tp kek jg ga 01 poko penting ga 02 maaf salah wakil,negatif
eriiickkk erick banyak kata2 tingkah polah offside tdk sesuai dg nilai2 akhlak kok kata milik gagas beri manfaat jadi apa gen muda kalau beri contoh perilaku nirakhlak itu mario dandy memang patut penjara,negatif
selamat pagi dukung,negatif
jd kl si kentut apa masuk si imin menteri apa muka ba kau mcm kontol,negatif
jgn pilih capres pro zionis israel,negatif
kader garuda miskin literasi pura pura tahu coba tutup bobrok kerja tutup langgar ham di laku terus loe mau salah banya dasar penjilattttt,negatif
calon presiden ri nomor urut 02 subianto rasa sangat hormat hadir temu rawan erick thohir alumni amerika serikat etas xxi lounge plaza senayan jakarta,positif
hilang akal sehat,negatif
akal sehat,negatif
bangun zon,negatif
tkn sebut sejahtera tani tahan pangan masuk daftar prioritas program pilih pilpres 2024,positif
jangan mau bohong mana tambang ilegal punya ijin apa mau dcabut gigi,negatif
penting bukan catat mk penuh cacat hukum tiada etikaadab,negatif
siap laksana mas coblos nomor tuju indonesia emas 2045,positif
jangan ada tokoh2 dukung jokowi akhir menang sali diri dukung jokowi lama periode jokowi pilih akan ulang hal samajangan takut akhir rezim jokowi,negatif
mikir dulu belu posting oneng loh,negatif
kumpul manusia munafik semua hati pasti menang ada daya semua sangka masalah demi cuan untuk langsung hidup dan keluarga,negatif
cebur diri baris jilat ludah sendiri baris no character and integrity bangsa indonesia sedang taruh moga indonesia selamat hindar dan baris jilat ludah sendiri,negatif
politikus tdk punya prinsip percuma punya banyak koleksi buku tdk rubah kpada tuju hidup diridhoi allah hidup cuma 6070th pertanggungjawaban akhirat kena pilih pimpin diabaikanini benar jahil,negatif
lah gimana konsep dah kan beliau senang sama biasa kalau orang senang jadi seperti juga kan benar kan hendak bu khofifah aja,positif
biarin aja seh mas mau dukung silah aja nama milu tp gak usah keki kl orang dukung ribet seh lo,positif
eeee wong koplak you blooon ato gimn jelas2 pasang jargonya terus bijak rezim skrg jadi wajar laku spt,negatif
pasti melanjuntukan capai program sudah canang presiden jokowi,positif
ubah 01,negatif
semangat,positif
harus lu semua sedih 02 menang tanda didik miskin lama pelihara perintah buat naikkin suara2 orang ga kompeten kaya,negatif
beban berat buat heran kalo pilih 02 cari apa pangan vital track record food estate gagal total sangat fatal nanam singkong tumbuh jagung itu polybag,negatif
2 nyerang personal kontol ba kau tanya kerja menhan bukan pribadi cringe gimmick gak pantas emang anak haram konstitusi ikut debat aja udah salah hadir polemik tambah tingkah norak,negatif
ngimpi si belimbing sayur itu menang,negatif
ingat baik2 orang cerdas religius sdm rendah banyak akar rumput pilih paling banyak akar rumput siap menang,negatif
jilat ludah sendiri,negatif
maksud lu nyerang satu paslon kan dri awal debat paslon no 2 serang abis abis pada takut naik sih,positif
hasil langgar etika,negatif
iykh ngeriny all in tanggal 13 manyala abangkuhhh,positif
tkn pasti soal food estate progres hasil lihat,positif
kalau bloon soal politik gak usah masuk politik blok,negatif
coblos 02,positif
ga mungkin sih liat aja bakal menang,positif
bakal gagal menang satu putar memed dah mulai stress sampe ngarang cerita hoaxs kyak ginimkmkmkmk,negatif
gilaa wkwkkw inti balas kubu olok pa pas debat 3 tuju sekali biar imbang lah no 1 3 mulai,positif
goblok teddy gue benar konstituen elo sanya elo tolol parah,negatif
gak tahu malu lu bangga jadi leceh demokrasi,negatif
tuh debat kaya anak kecil gak ngontrol diri,negatif
siplg yakin calon bs maju indo,negatif
mending pilih tahu tata krama debat aja lewat jadi pimpin,negatif
gimana percaya sama debat aja kayak acara pamer egois,negatif
mending cari punya etika debat biar negara nggak malu,negatif
penting jangan 1 bagus 3,negatif
masuk akal deh milih jadi presidenwakil presiden debat aja gak sopan,negatif
terima krn apa krn amplop wkwkk,negatif
mas jaga mulut2 jahat sakit asa aku sedih niat baik pimpin negara makmur rakyat kenapa banyak sekali benci dia memang salah beliau dmn dunia jahat pada,positif
ga punya etika,negatif
ahy ingat kader demokrat ntb menang pilpres 2024 bkc agusayaudhoyono padaemokrat demokrat solid,positif
sehatsehat terus indonesia butuh ba mas pimpin bangsa iniagar dgn tenang lepas masa jabat sudah beri kpada tangan orang tepat juga tenang pimpin,positif
lain otak ini,negatif
hadir konsolidasi demokrat sulsel ahy beri instruksi menang sih agusayaudhoyono padaemokrat demokrat solid,positif
gak tarik lu boss ikut,negatif
layak jadi pimpin indonesia,negatif
iya pikir kecil tuh anak ba cuman baru 2 tahun jadi walikota 5 camat tdk layak negara besar pimpin anak ba,negatif
aku jg salut dgn program food estatenya pk prawbowosucses slalu,positif
rela mencebokin tri lanjut haha,negatif
bain lu cape cape kuliah buat ipk tinggi biar mudah cari kerja lu pilih notabene ipnya cuma 23 lu gaditerima kerja karna anak jabat nahh bain dahhh,negatif
kalau tkn beri uang terima tapi jangan pilih,negatif
tahun politik masa lalu orang korek2 hal biasa penting no hp wa no rek tdk alir dana dri hasil nipu modus krna tahu record orang trace laku clone impersonate comot ava orang 2024 coblos ayah,positif
makanya jangan salah pilih pimpin pilih asal bukan 02,negatif
biasa 02 pamer survei bayar menang pasti 02,negatif
minimal gue mnta maaf 2 anak muda bangsat udah ketawain sedikit ga prnah mnta maaf,positif
cuma andal hilir padahal ga erti,negatif
lebih jelas tegas etika baiksemenjak awal pro sekarang saja,negatif
iya jadi makin yakin guwe pindah pilih tadi kok yakin sekarang kayak lebih cocok lebih pantas pimpin indonesia,negatif
biarin aja si samsul sama si wowo ngimpi siaang bolong,negatif
2014 2019 dukung sarat bego tolol 2024 tambah satu sarat lidah panjang buat nyebokin junjung,negatif
sama ragu nih pas awal juga dukung kok makin kesini jadi yakin sama pilih jadi lebih jelas wibawa bijaksana sopan santun etika baik,negatif
wajar boss 02 memang usung bijak pranksiden sekarang dukung penuh gerombol tersandra kasus hukum mau diterusim perintah model kyk gin sangat bodoh kl model begini mau diterusinbukannya naik malah makin puruk,negatif
tambah yakin pas debat kemarin dulu pas awal dukung,negatif
gilir anies beri nilai 11 100 beri 5 10 tertawa kritik gilir balas sama tantrum ngomongnya gk da etik oalah brohatimu udah tutup emang,negatif
dah bego gak punya adab malu,negatif
kemaren pndukung nyalhin bawa alat gikiran sekarang serang baca ngamokkk dasar mbak mbakkk 1 putar,positif
menteri tukang ngibul rakus kuasa,negatif
mungkin salah sikap amp gaya anak muda ledek jawab paslon jauh lebih sepuh cepat sadar diri amp minta maaf salam amp beri hormat lawan debat beda debat belum amp membuli,positif
eh anjing lo pikir sama diperlakuin baik sama kuby kubu lo lama twitter wkwkw mampus si kata gua mah kalah saing kalo di platform ampe berjuta2,negatif
pasang am1n paling layak jdi presiden wapres ri 2024,negatif
dahnil pemuda muhammadiyah paling tolol,negatif
salah pilih,negatif
manfaat jabat menteri,negatif
waduh menteri gomongnya kayak orang ijazah palsu,negatif
mentang2 curang sombong,negatif
